5, 5, 5, 5, 5, 5, 5, 5, 5, 5
3, 3, 3, 3, 3, 3, 3, 3, 3, 3
5, 5, 5, 5, 5, 5, 5, 5, 5, 3
5, 5, 5, 5, 5, 5, 5, 5, 3, 3
6, 6, 6, 6, 6, 6, 6, 6, 3, 3
6, 6, 6, 6, 6, 6, 6, 6, 3, 3
9, 9, 9, 9, 9, 9, 9, 9, 9, 3
3, 3, 3, 3, 3, 3, 3, 3, 3, 3
2, 2, 2, 2, 2, 2, 2, 2, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 3
6, 6, 6, 6, 6, 6, 6, 6, 6, 3
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 3
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
6, 6, 6, 6, 6, 6, 6, 6, 6, 9
3, 3, 3, 3, 3, 3, 3, 3, 3, 3
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 3
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 9, 9
3, 3, 3, 3, 3, 3, 3, 3, 3, 9
6, 6, 6, 6, 6, 6, 6, 6, 9, 9
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 3
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
6, 6, 6, 6, 6, 6, 6, 6, 9, 9
3, 3, 3, 3, 3, 3, 3, 3, 3, 3
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 9, 9
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
9, 9, 9, 9, 9, 9, 9, 9, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 6
9, 9, 9, 9, 9, 9, 9, 9, 9, 6
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 9, 6
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 6, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 3
9, 9, 9, 9, 9, 9, 9, 9, 9, 6
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 6, 6
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 9, 6
6, 6, 6, 6, 6, 6, 6, 6, 6, 2
9, 9, 9, 9, 9, 9, 9, 9, 2, 2
9, 9, 9, 9, 9, 9, 9, 9, 2, 2
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 9, 2
9, 9, 9, 9, 9, 9, 9, 9, 9, 9
9, 9, 9, 9, 9, 9, 9, 9, 9, 2
